"","mean","se_mean","sd","X2.5.","X25.","X50.","X75.","X97.5.","n_eff","Rhat"
"sigma",0.0328482050222734,1.91425619706811e-05,0.00143378980916017,0.0300797556187877,0.0318912913819947,0.0328101015278473,0.0337987102980066,0.0357267481081825,5610.10326114932,1.00078875593753
"rho_r[1]",0.0501771386782579,2.74282150884424e-05,0.00222098806046066,0.045846353617274,0.0487345660634247,0.0500826953303593,0.0516523914139731,0.0546285910056862,6556.88180035972,0.99951915609123
"rho_r[2]",0.0667061174865072,2.88564973776549e-05,0.0021073032843848,0.0625221993374847,0.0652913100381435,0.0667097814816233,0.0680722526134443,0.0709318634296112,5332.94197174916,0.999715777735146
"rho_r[3]",0.0528655850853254,9.65538279093059e-05,0.00615005455254814,0.0410341100846038,0.0487835290654358,0.0527888249667759,0.0568164181183106,0.0651520220990335,4057.13018708808,0.999337317455625
"rho_r[4]",0.0654640084971809,2.6180035857287e-05,0.00180305108809741,0.0620620276787053,0.0642429569810709,0.0654190776970143,0.0666586030176059,0.0692180221862962,4743.24535973711,0.999871947785823
"rho_r[5]",0.0494895956472003,7.31324921223529e-05,0.00487177593196678,0.0399597840749369,0.0461735911440974,0.0494473994915125,0.0527674408445299,0.059314010122793,4437.6583664344,1.0009970169786
"rho_r[6]",0.063600880809564,2.43263067111801e-05,0.0017834562109066,0.0600791950087748,0.0623734178247409,0.063583041825691,0.0648006764960564,0.0671110943719287,5374.9266874007,0.999923886906975
"rho_r[7]",0.0514871506832147,7.81063182185279e-05,0.00500536035990633,0.0418809424886668,0.0480648752039356,0.0513699700235648,0.0548032789587023,0.0615084438376124,4106.75095498151,1.00040693556968
"rho_r[8]",0.0506162738956691,5.01673228118733e-05,0.00354422190748332,0.0437890184459343,0.0482134008102194,0.0505791064777408,0.0528830576360151,0.0577705320764019,4991.14239792217,0.999878224961808
"rho_r[9]",0.0508860602634343,5.31096388227583e-05,0.0035239053045142,0.0441265698477924,0.0485804377857839,0.0507597861670421,0.053203876012575,0.0580270586321263,4402.52431118718,0.999377416339542
"rho_r[10]",0.0553055839720591,4.59937153155697e-05,0.0034474931839832,0.0488196104071765,0.0529520260193437,0.0552711113050904,0.0575784388349519,0.0622773899466358,5618.36366674167,0.999745020709111
"rho_r[11]",0.0558455578381657,1.86644001775698e-05,0.00137250726760638,0.0532026757371232,0.0549451005249907,0.0558455671391603,0.0567586620064063,0.0585695671421938,5407.55855250146,0.99962371792181
"K_r[1]",1.3700351969788,0.00286385598539131,0.204097358729082,1.07295456501758,1.23055894944688,1.33833819652463,1.46869497311416,1.86152539169897,5078.9322452201,1.00030277026335
"K_r[2]",1.08684916975883,0.000863710953355757,0.0600647337897414,0.982440538369551,1.04577884637278,1.08175130536048,1.12430430213212,1.21503653836297,4836.17779530397,1.00010121123353
"K_r[3]",0.367082021745047,0.00121823870542565,0.0643194220273854,0.290634593312154,0.327598812059026,0.354324449844877,0.390120252332516,0.525343659489453,2787.52954487804,0.999535201418415
"K_r[4]",1.30841930837852,0.000796748290426621,0.0531111577153148,1.21168501027791,1.27101594578881,1.30690160503204,1.34171932438634,1.42021651927319,4443.54165730703,1.00021129427368
"K_r[5]",0.535387845234727,0.00104511864480914,0.0652267656227783,0.447147507574652,0.491985131272973,0.523546661421744,0.56513727983845,0.694231531095582,3895.11690280875,1.00151252262992
"K_r[6]",1.44277964021248,0.00146153093004775,0.105559945569995,1.27010079608856,1.36952687809642,1.43153356935532,1.50476831989477,1.67880202987776,5216.53702146079,0.99966639187501
"K_r[7]",0.528457925662262,0.00164082042025789,0.0908387816152504,0.415326713776633,0.469751165644025,0.510196918408498,0.564898398709227,0.755772888880768,3064.92955198135,1.00083848265264
"K_r[8]",0.732624818819863,0.00177401056869347,0.115536636013553,0.574217405224708,0.654335597229745,0.712070319076184,0.787380362631475,1.03128702473748,4241.57383281742,0.999920207058902
"K_r[9]",0.705851762462179,0.00199517959239574,0.115090625017348,0.547286365864676,0.627928747897857,0.685370666683686,0.759521656574328,0.993922953382184,3327.4834888078,0.999876160819066
"K_r[10]",0.754320867257414,0.00112344666264588,0.0755856666045913,0.637596855243599,0.700742053349348,0.743894898491306,0.796476812242163,0.930822177252516,4526.61937750215,1.00032091758384
"K_r[11]",1.8768709001927,0.00136847845359971,0.0987551543467212,1.70340848968736,1.80753529475288,1.86990551592809,1.93805895273967,2.09215902594328,5207.67192252477,1.00012762702816
"log_rho[1]",-2.99317434480148,0.000549496685408517,0.0442479570862092,-3.0824596124061,-3.02136672527519,-2.99407973371475,-2.96321878412099,-2.90719788849411,6484.19839511627,0.999543224725746
"log_rho[2]",-2.70795751901362,0.000434346411831481,0.0315967067601562,-2.77223359615631,-2.72889632907362,-2.7074036879129,-2.68718559948602,-2.64603553277803,5291.89432416942,0.999721728466768
"log_rho[3]",-2.94684363982161,0.00188470839574496,0.117558470020966,-3.19335161024202,-3.02036254226217,-2.94145575936814,-2.86792994642991,-2.73103193838891,3890.62631701072,0.999413505526392
"log_rho[4]",-2.72663354987226,0.000399221161659304,0.0275218480653189,-2.77962094787838,-2.74508318020348,-2.72694135516113,-2.70817116315688,-2.67049401424228,4752.5651377045,0.999871737283153
"log_rho[5]",-3.01089070804017,0.00150612871644359,0.0993921880779941,-3.21988172936823,-3.07534726531624,-3.00684581971194,-2.94186092929864,-2.82490974259974,4354.92143959793,1.00105420215274
"log_rho[6]",-2.75552162953516,0.000384058967513201,0.0280767215847257,-2.81209167043797,-2.77461609077144,-2.75540848215116,-2.73643923592609,-2.70140590801744,5344.37557887175,0.999890628982477
"log_rho[7]",-2.97118853265359,0.0015541638200877,0.0979751890118005,-3.17292438950015,-3.03520361429466,-2.96870151804286,-2.9040052520824,-2.78858081543712,3974.09853250395,1.00041997100714
"log_rho[8]",-2.9859351236557,0.0009992732627684,0.0701097273368292,-3.12837222395532,-3.03211827145913,-2.98421670380045,-2.93967226307957,-2.85127646286573,4922.52603331101,0.999869499493513
"log_rho[9]",-2.98056891181818,0.00107017842366641,0.0694106408248605,-3.12069319856902,-3.02453435019128,-2.98065084900418,-2.93362402965467,-2.84684584958372,4206.68241973834,0.999416259977653
